order_id,date,time,product_id,quantity,class_no
44656914,2022/4/5,21:56:47,10694,2,D024
44656914,2022/4/5,21:56:47,10693,1,D024
44656914,2022/4/5,21:56:47,10240,3,E034
44656914,2022/4/5,21:56:47,10246,3,E039
44661368,2022/4/10,8:50:17,10012,1,A001
44661368,2022/4/10,8:50:17,10016,1,A005
44661368,2022/4/10,8:50:17,10107,1,A004
44661368,2022/4/10,8:50:17,10689,3,D024
44661368,2022/4/10,8:50:17,10729,3,D032
44661368,2022/4/10,8:50:17,10740,2,D031
44661368,2022/4/10,8:50:17,10394,3,F046
44661368,2022/4/10,8:50:17,10443,5,F051
44657080,2022/4/6,1:56:03,10013,1,A001
44657080,2022/4/6,1:56:03,10077,3,A006
44657080,2022/4/6,1:56:03,10602,2,G055
44657080,2022/4/6,1:56:03,10656,2,G060
44657080,2022/4/6,1:56:03,10662,2,G061
44657080,2022/4/6,1:56:03,10677,1,G062
44657080,2022/4/6,1:56:03,10239,4,E034
44657080,2022/4/6,1:56:03,10244,1,E039
44657080,2022/4/6,1:56:03,10259,1,E035
44657080,2022/4/6,1:56:03,10282,1,E037
44657080,2022/4/6,1:56:03,10329,3,E038
44657080,2022/4/6,1:56:03,10346,2,E042
44657080,2022/4/6,1:56:03,10352,4,E036
44654731,2022/4/3,17:32:51,10442,4,F051
44654731,2022/4/3,17:32:51,10129,1,C014
44654731,2022/4/3,17:32:51,10180,3,C023
44654731,2022/4/3,17:32:51,10226,1,C022
44680797,2022/4/29,19:07:48,10010,1,A001
44680797,2022/4/29,19:07:48,10058,1,A002
44680797,2022/4/29,19:07:48,10688,3,D024
44680797,2022/4/29,19:07:48,10741,3,D031
44680797,2022/4/29,19:07:48,10754,2,D025
44680797,2022/4/29,19:07:48,10302,2,E040
44680797,2022/4/29,19:07:48,10330,3,E038
44680797,2022/4/29,19:07:48,10188,2,C023
44680797,2022/4/29,19:07:48,10229,3,C022
44680797,2022/4/29,19:07:48,10201,1,C020
44668859,2022/4/17,20:37:46,10507,1,B010
44668859,2022/4/17,20:37:46,10277,1,E037
44668859,2022/4/17,20:37:46,10368,1,E044
44642872,2022/3/22,20:56:31,10046,1,A002
44642872,2022/3/22,20:56:31,10554,1,B009
44676768,2022/4/25,18:26:16,10757,1,D025
44676768,2022/4/25,18:26:16,10694,1,D024
44676768,2022/4/25,18:26:16,10194,1,C018
44676768,2022/4/25,18:26:16,10201,1,C020
44676768,2022/4/25,18:26:16,10201,3,C020
44635599,2022/3/15,14:23:54,10692,2,D024
44635599,2022/3/15,14:23:54,10753,1,D025
44635599,2022/3/15,14:23:54,10772,1,D033
44653614,2022/4/2,14:45:23,10015,1,A001
44653614,2022/4/2,14:45:23,10106,1,A004
44653614,2022/4/2,14:45:23,10692,2,D024
44653614,2022/4/2,14:45:23,10777,2,D033
44632892,2022/3/12,21:24:32,10046,1,A002
44632892,2022/3/12,21:24:32,10554,1,B009
44670690,2022/4/19,16:33:41,10044,1,A003
44670690,2022/4/19,16:33:41,10628,1,G058
44670690,2022/4/19,16:33:41,10656,2,G060
44670690,2022/4/19,16:33:41,10671,1,G062
44631065,2022/3/11,1:34:56,10010,1,A001
44631065,2022/3/11,1:34:56,10049,1,A002
44631065,2022/3/11,1:34:56,10093,1,A004
44631065,2022/3/11,1:34:56,10721,2,D026
44631065,2022/3/11,1:34:56,10694,1,D024
44631065,2022/3/11,1:34:56,10751,1,D025
44631065,2022/3/11,1:34:56,10769,3,D033
44631065,2022/3/11,1:34:56,10324,1,E038
44631065,2022/3/11,1:34:56,10333,4,E043
44631065,2022/3/11,1:34:56,10350,2,E042
44631065,2022/3/11,1:34:56,10353,3,E036
44631065,2022/3/11,1:34:56,10122,3,C014
44631065,2022/3/11,1:34:56,10142,1,C017
44631065,2022/3/11,1:34:56,10211,2,C015
44631065,2022/3/11,1:34:56,10184,2,C023
44644897,2022/3/24,21:32:43,10598,1,G055
44644897,2022/3/24,21:32:43,10634,1,G058
44644897,2022/3/24,21:32:43,10666,2,G061
44644897,2022/3/24,21:32:43,10409,2,F048
44644897,2022/3/24,21:32:43,10471,3,F049
44675627,2022/4/24,15:03:04,10387,2,F046
44675627,2022/4/24,15:03:04,10409,2,F048
44675627,2022/4/24,15:03:04,10462,4,F049
44675627,2022/4/24,15:03:04,10242,5,E034
44659141,2022/4/8,3:23:53,10705,2,D030
44659141,2022/4/8,3:23:53,10712,1,D027
44659141,2022/4/8,3:23:53,10764,2,D029
44659141,2022/4/8,3:23:53,10245,2,E039
44626801,2022/3/6,19:13:58,10238,3,E034
44626801,2022/3/6,19:13:58,10245,3,E039
44626801,2022/3/6,19:13:58,10322,2,E038
44626801,2022/3/6,19:13:58,10334,3,E043
44626801,2022/3/6,19:13:58,10351,2,E042
44626801,2022/3/6,19:13:58,10353,5,E036
44626801,2022/3/6,19:13:58,10202,2,C021
44626801,2022/3/6,19:13:58,10171,3,C016
44626801,2022/3/6,19:13:58,10185,3,C023
44626801,2022/3/6,19:13:58,10193,2,C018
44626801,2022/3/6,19:13:58,10198,3,C020
44626801,2022/3/6,19:13:58,10202,3,C021
44626801,2022/3/6,19:13:58,10231,2,C022
44665028,2022/4/14,0:41:42,10069,1,A006
44665028,2022/4/14,0:41:42,10630,1,G058
44665028,2022/4/14,0:41:42,10659,2,G061
44665028,2022/4/14,0:41:42,10673,2,G062
44665028,2022/4/14,0:41:42,10252,1,E039
44665028,2022/4/14,0:41:42,10260,3,E035
44665028,2022/4/14,0:41:42,10334,2,E043
44665028,2022/4/14,0:41:42,10352,1,E036
44658438,2022/4/7,10:32:08,10569,1,B012
44658438,2022/4/7,10:32:08,10667,1,G061
44658438,2022/4/7,10:32:08,10671,2,G062
44627785,2022/3/7,18:51:45,10007,1,A001
44627785,2022/3/7,18:51:45,10022,1,A005
44627785,2022/3/7,18:51:45,10059,1,A002
44627785,2022/3/7,18:51:45,10114,1,A004
44627785,2022/3/7,18:51:45,10544,1,B007
44627785,2022/3/7,18:51:45,10558,1,B009
44627785,2022/3/7,18:51:45,10567,1,B012
44627785,2022/3/7,18:51:45,10583,1,G053
44627785,2022/3/7,18:51:45,10661,2,G061
44627785,2022/3/7,18:51:45,10672,1,G062
44627785,2022/3/7,18:51:45,10695,2,D024
44627785,2022/3/7,18:51:45,10708,3,D027
44627785,2022/3/7,18:51:45,10726,3,D026
44627785,2022/3/7,18:51:45,10735,3,D032
44627785,2022/3/7,18:51:45,10752,2,D025
44627785,2022/3/7,18:51:45,10422,3,F050
44627785,2022/3/7,18:51:45,10432,5,F051
44627785,2022/3/7,18:51:45,10239,1,E034
44627785,2022/3/7,18:51:45,10247,4,E039
44627785,2022/3/7,18:51:45,10282,5,E037
44627785,2022/3/7,18:51:45,10360,1,E036
44647708,2022/3/27,16:59:47,10420,2,F050
44647708,2022/3/27,16:59:47,10439,1,F051
44647708,2022/3/27,16:59:47,10450,2,F052
44647708,2022/3/27,16:59:47,10252,3,E039
44647708,2022/3/27,16:59:47,10282,5,E037
44647708,2022/3/27,16:59:47,10290,1,E045
44653514,2022/4/2,12:20:19,10007,1,A001
44671421,2022/4/20,10:06:58,10004,1,A001
44671421,2022/4/20,10:06:58,10056,1,A002
44671421,2022/4/20,10:06:58,10536,1,B007
44671421,2022/4/20,10:06:58,10510,1,B010
44671421,2022/4/20,10:06:58,10520,1,B011
44674778,2022/4/23,18:41:14,10550,1,B009
44674778,2022/4/23,18:41:14,10370,1,E044
44622910,2022/3/2,21:50:50,10011,1,A001
44660262,2022/4/9,6:18:25,10486,1,B008
44630804,2022/3/10,19:18:58,10728,1,D032
44642817,2022/3/22,19:36:45,10635,1,G058
44669666,2022/4/18,16:00:17,10602,1,G055
44674792,2022/4/23,19:01:25,10123,2,C014
44639081,2022/3/19,1:57:01,10510,1,B010
44676367,2022/4/25,8:49:48,10735,2,D032
44656924,2022/4/5,22:11:32,10005,1,A001
44656924,2022/4/5,22:11:32,10051,1,A002
44656924,2022/4/5,22:11:32,10104,1,A004
44656924,2022/4/5,22:11:32,10541,1,B007
44656924,2022/4/5,22:11:32,10489,1,B008
44656924,2022/4/5,22:11:32,10696,3,D024
44656924,2022/4/5,22:11:32,10721,1,D026
44656924,2022/4/5,22:11:32,10728,3,D032
44656924,2022/4/5,22:11:32,10754,1,D025
44656924,2022/4/5,22:11:32,10382,2,F047
44656924,2022/4/5,22:11:32,10445,3,F051
44656924,2022/4/5,22:11:32,10238,3,E034
44656924,2022/4/5,22:11:32,10322,4,E038
44656924,2022/4/5,22:11:32,10342,3,E042
44663353,2022/4/12,8:29:27,10652,2,G060
44644755,2022/3/24,18:08:33,10053,1,A002
44655437,2022/4/4,10:29:48,10423,1,F050
44679052,2022/4/28,1:15:56,10331,1,E038
44654405,2022/4/3,9:44:15,10149,3,C017
44654405,2022/4/3,9:44:15,10207,1,C015
44644541,2022/3/24,13:00:13,10091,1,A004
44644541,2022/3/24,13:00:13,10721,1,D026
44644541,2022/3/24,13:00:13,10754,3,D025
44680583,2022/4/29,13:59:41,10548,1,B007
44680583,2022/4/29,13:59:41,10739,3,D031
44680583,2022/4/29,13:59:41,10696,2,D024
44680583,2022/4/29,13:59:41,10738,2,D031
44680583,2022/4/29,13:59:41,10376,4,F047
44680583,2022/4/29,13:59:41,10419,3,F050
44680583,2022/4/29,13:59:41,10440,2,F051
44680583,2022/4/29,13:59:41,10470,3,F049
44642399,2022/3/22,9:35:49,10012,1,A001
44642399,2022/3/22,9:35:49,10049,1,A002
44642399,2022/3/22,9:35:49,10503,1,B013
44642399,2022/3/22,9:35:49,10575,1,B012
44642399,2022/3/22,9:35:49,10631,1,G058
44642399,2022/3/22,9:35:49,10666,1,G061
44642399,2022/3/22,9:35:49,10674,2,G062
44664688,2022/4/13,16:31:49,10013,1,A001
44664688,2022/4/13,16:31:49,10097,1,A004
44654852,2022/4/3,20:27:28,10484,1,B008
44654852,2022/4/3,20:27:28,10510,1,B010
44654852,2022/4/3,20:27:28,10187,3,C023
44650073,2022/3/30,1:45:51,10750,2,D025
44650073,2022/3/30,1:45:51,10719,2,D026
44650073,2022/3/30,1:45:51,10734,2,D032
44650073,2022/3/30,1:45:51,10139,2,C017
44650073,2022/3/30,1:45:51,10183,1,C023
44647477,2022/3/27,11:27:04,10009,1,A001
44647477,2022/3/27,11:27:04,10058,1,A002
44647477,2022/3/27,11:27:04,10792,3,D028
44647477,2022/3/27,11:27:04,10691,3,D024
44647477,2022/3/27,11:27:04,10706,1,D030
44647477,2022/3/27,11:27:04,10710,3,D027
44647477,2022/3/27,11:27:04,10723,2,D026
44647477,2022/3/27,11:27:04,10735,3,D032
44647477,2022/3/27,11:27:04,10740,1,D031
44647477,2022/3/27,11:27:04,10757,3,D025
44647477,2022/3/27,11:27:04,10164,3,C017
44647477,2022/3/27,11:27:04,10191,1,C023
44647477,2022/3/27,11:27:04,10176,3,C023
44647477,2022/3/27,11:27:04,10227,1,C018
44647477,2022/3/27,11:27:04,10200,2,C019
44647477,2022/3/27,11:27:04,10199,2,C019
44647477,2022/3/27,11:27:04,10204,2,C021
44647477,2022/3/27,11:27:04,10230,3,C022
44659264,2022/4/8,6:20:11,10762,3,D029
44659264,2022/4/8,6:20:11,10694,1,D024
44659264,2022/4/8,6:20:11,10753,2,D025
44659264,2022/4/8,6:20:11,10429,1,F050
44659264,2022/4/8,6:20:11,10323,2,E038
44659264,2022/4/8,6:20:11,10341,2,E043
44659264,2022/4/8,6:20:11,10355,1,E036
44657332,2022/4/6,7:59:00,10010,1,A001
44657332,2022/4/6,7:59:00,10060,1,A002
44657332,2022/4/6,7:59:00,10546,1,B007
44657332,2022/4/6,7:59:00,10563,1,B012
44657332,2022/4/6,7:59:00,10665,2,G061
44657332,2022/4/6,7:59:00,10674,2,G062
44652285,2022/4/1,6:50:58,10008,1,A001
44652285,2022/4/1,6:50:58,10082,1,A006
44652285,2022/4/1,6:50:58,10718,2,D026
44652285,2022/4/1,6:50:58,10734,1,D032
44652285,2022/4/1,6:50:58,10748,3,D025
44652285,2022/4/1,6:50:58,10769,5,D033
44652285,2022/4/1,6:50:58,10274,3,E037
44652285,2022/4/1,6:50:58,10325,2,E038
44652285,2022/4/1,6:50:58,10346,3,E042
44652285,2022/4/1,6:50:58,10357,2,E036
44680234,2022/4/29,5:37:23,10010,1,A001
44680234,2022/4/29,5:37:23,10049,1,A002
44680234,2022/4/29,5:37:23,10477,1,B008
44680234,2022/4/29,5:37:23,10508,1,B010
44680234,2022/4/29,5:37:23,10603,2,G055
44680234,2022/4/29,5:37:23,10650,1,G060
44680234,2022/4/29,5:37:23,10689,3,D024
44680234,2022/4/29,5:37:23,10698,3,D030
44680234,2022/4/29,5:37:23,10711,2,D027
44680234,2022/4/29,5:37:23,10718,3,D026
44680234,2022/4/29,5:37:23,10737,1,D032
44680234,2022/4/29,5:37:23,10755,2,D025
44680234,2022/4/29,5:37:23,10761,3,D029
44680234,2022/4/29,5:37:23,10430,1,F050
44680234,2022/4/29,5:37:23,10433,4,F051
44680234,2022/4/29,5:37:23,10463,4,F049
44680234,2022/4/29,5:37:23,10282,4,E037
44680234,2022/4/29,5:37:23,10328,1,E038
44680234,2022/4/29,5:37:23,10361,1,E036
44627848,2022/3/7,20:21:42,10007,1,A001
44627848,2022/3/7,20:21:42,10055,1,A002
44627848,2022/3/7,20:21:42,10106,1,A004
44627848,2022/3/7,20:21:42,10679,3,D028
44627848,2022/3/7,20:21:42,10695,3,D024
44627848,2022/3/7,20:21:42,10698,3,D030
44627848,2022/3/7,20:21:42,10736,2,D032
44627848,2022/3/7,20:21:42,10756,1,D025
44627848,2022/3/7,20:21:42,10760,3,D029
44627848,2022/3/7,20:21:42,10389,3,F046
44627848,2022/3/7,20:21:42,10424,5,F050
44627848,2022/3/7,20:21:42,10441,2,F051
44627848,2022/3/7,20:21:42,10473,5,F049
44627848,2022/3/7,20:21:42,10238,2,E034
44627848,2022/3/7,20:21:42,10246,3,E039
44627848,2022/3/7,20:21:42,10281,1,E037
44627848,2022/3/7,20:21:42,10323,1,E038
44627848,2022/3/7,20:21:42,10336,3,E043
44627848,2022/3/7,20:21:42,10348,2,E042
44627848,2022/3/7,20:21:42,10360,3,E036
44627848,2022/3/7,20:21:42,10124,2,C014
44627848,2022/3/7,20:21:42,10193,1,C018
44627848,2022/3/7,20:21:42,10172,1,C016
44627848,2022/3/7,20:21:42,10187,2,C023
44627848,2022/3/7,20:21:42,10197,1,C020
44626171,2022/3/6,4:06:50,10006,1,A001
44626171,2022/3/6,4:06:50,10051,1,A002
44626171,2022/3/6,4:06:50,10092,1,A004
44626171,2022/3/6,4:06:50,10625,1,G057
44626171,2022/3/6,4:06:50,10658,2,G061
44626171,2022/3/6,4:06:50,10677,2,G062
44626171,2022/3/6,4:06:50,10385,2,F047
44626171,2022/3/6,4:06:50,10426,1,F050
44626171,2022/3/6,4:06:50,10239,4,E034
44626171,2022/3/6,4:06:50,10244,1,E039
44626171,2022/3/6,4:06:50,10281,2,E037
44626171,2022/3/6,4:06:50,10285,1,E045
44626171,2022/3/6,4:06:50,10322,4,E038
44626171,2022/3/6,4:06:50,10333,3,E043
44626171,2022/3/6,4:06:50,10346,3,E042
44626171,2022/3/6,4:06:50,10353,4,E036
44625699,2022/3/5,16:46:43,10544,1,B007
44625699,2022/3/5,16:46:43,10508,1,B010
44625699,2022/3/5,16:46:43,10528,1,B011
44625699,2022/3/5,16:46:43,10563,1,B012
44625699,2022/3/5,16:46:43,10345,3,E042
44624586,2022/3/4,14:04:49,10689,3,D024
44624586,2022/3/4,14:04:49,10694,2,D024
44624586,2022/3/4,14:04:49,10705,1,D030
44624586,2022/3/4,14:04:49,10715,3,D027
44624586,2022/3/4,14:04:49,10730,3,D032
44624586,2022/3/4,14:04:49,10750,3,D025
44664422,2022/4/13,10:08:16,10068,2,A006
44664422,2022/4/13,10:08:16,10581,1,G053
44664422,2022/4/13,10:08:16,10598,2,G055
44664422,2022/4/13,10:08:16,10632,1,G058
44664422,2022/4/13,10:08:16,10656,1,G060
44664422,2022/4/13,10:08:16,10660,2,G061
44664422,2022/4/13,10:08:16,10675,1,G062
44664422,2022/4/13,10:08:16,10237,3,E034
44664422,2022/4/13,10:08:16,10250,3,E039
44664422,2022/4/13,10:08:16,10279,2,E037
44664422,2022/4/13,10:08:16,10340,2,E043
44664422,2022/4/13,10:08:16,10344,1,E042
44664422,2022/4/13,10:08:16,10361,5,E036
44667262,2022/4/16,6:18:27,10777,1,D033
44667262,2022/4/16,6:18:27,10693,1,D024
44667262,2022/4/16,6:18:27,10714,3,D027
44667262,2022/4/16,6:18:27,10747,3,D031
44667262,2022/4/16,6:18:27,10748,1,D025
44667262,2022/4/16,6:18:27,10303,2,E040
44667262,2022/4/16,6:18:27,10339,3,E043
44667262,2022/4/16,6:18:27,10344,1,E042
44667262,2022/4/16,6:18:27,10366,2,E044
44667262,2022/4/16,6:18:27,10140,2,C017
44667262,2022/4/16,6:18:27,10207,3,C015
44667262,2022/4/16,6:18:27,10172,3,C016
44667262,2022/4/16,6:18:27,10226,1,C022
44621257,2022/3/1,6:11:28,10008,1,A001
44621257,2022/3/1,6:11:28,10052,1,A002
44621257,2022/3/1,6:11:28,10594,2,G054
44621257,2022/3/1,6:11:28,10610,2,G056
44621257,2022/3/1,6:11:28,10427,2,F050
44667390,2022/4/16,9:21:39,10002,1,A001
44667390,2022/4/16,9:21:39,10048,1,A002
44667390,2022/4/16,9:21:39,10065,3,A006
44667390,2022/4/16,9:21:39,10098,1,A004
44667390,2022/4/16,9:21:39,10519,1,B010
44667390,2022/4/16,9:21:39,10570,1,B012
44667390,2022/4/16,9:21:39,10696,2,D024
44667390,2022/4/16,9:21:39,10693,2,D024
44667390,2022/4/16,9:21:39,10700,1,D030
44667390,2022/4/16,9:21:39,10727,2,D026
44667390,2022/4/16,9:21:39,10740,2,D031
44667390,2022/4/16,9:21:39,10756,2,D025
44667390,2022/4/16,9:21:39,10760,2,D029
44667390,2022/4/16,9:21:39,10777,5,D033
44667390,2022/4/16,9:21:39,10398,5,F046
44667390,2022/4/16,9:21:39,10428,2,F050
44667390,2022/4/16,9:21:39,10440,3,F051
44667390,2022/4/16,9:21:39,10234,5,E034
44667390,2022/4/16,9:21:39,10248,2,E039
44667390,2022/4/16,9:21:39,10261,2,E035
44667390,2022/4/16,9:21:39,10285,5,E045
44667390,2022/4/16,9:21:39,10278,2,E037
44667390,2022/4/16,9:21:39,10308,2,E040
44667390,2022/4/16,9:21:39,10325,4,E038
44667390,2022/4/16,9:21:39,10339,5,E043
44667390,2022/4/16,9:21:39,10347,3,E042
44667390,2022/4/16,9:21:39,10354,2,E036
44667390,2022/4/16,9:21:39,10157,3,C017
44667390,2022/4/16,9:21:39,10210,2,C015
44667390,2022/4/16,9:21:39,10172,1,C016
44667390,2022/4/16,9:21:39,10191,1,C023
44667390,2022/4/16,9:21:39,10203,1,C021
44667390,2022/4/16,9:21:39,10230,3,C022
44644758,2022/3/24,18:11:55,10248,4,E039
44644758,2022/3/24,18:11:55,10280,1,E037
44644758,2022/3/24,18:11:55,10298,4,E040
44644758,2022/3/24,18:11:55,10362,1,E044
44630165,2022/3/10,3:58:51,10105,1,A004
44630165,2022/3/10,3:58:51,10246,2,E039
44630165,2022/3/10,3:58:51,10343,3,E042
44630165,2022/3/10,3:58:51,10355,3,E036
44670772,2022/4/19,18:32:01,10014,1,A001
44670772,2022/4/19,18:32:01,10052,1,A002
44670772,2022/4/19,18:32:01,10117,1,A004
44670772,2022/4/19,18:32:01,10584,1,G053
44670772,2022/4/19,18:32:01,10619,1,G057
44670772,2022/4/19,18:32:01,10663,1,G061
44670772,2022/4/19,18:32:01,10672,1,G062
44657828,2022/4/6,19:53:26,10730,3,D032
44657828,2022/4/6,19:53:26,10713,2,D027
44657828,2022/4/6,19:53:26,10728,3,D032
44657828,2022/4/6,19:53:26,10775,2,D033
44657828,2022/4/6,19:53:26,10281,4,E037
44657828,2022/4/6,19:53:26,10326,4,E038
44657828,2022/4/6,19:53:26,10338,5,E043
44657828,2022/4/6,19:53:26,10129,1,C014
44657828,2022/4/6,19:53:26,10165,3,C017
44657828,2022/4/6,19:53:26,10197,2,C020
44669520,2022/4/18,12:29:28,10719,2,D026
44669520,2022/4/18,12:29:28,10757,2,D025
44669520,2022/4/18,12:29:28,10776,2,D033
44669520,2022/4/18,12:29:28,10238,5,E034
44669520,2022/4/18,12:29:28,10250,1,E039
44669520,2022/4/18,12:29:28,10327,2,E038
44669520,2022/4/18,12:29:28,10337,2,E043
44669520,2022/4/18,12:29:28,10347,2,E042
44669520,2022/4/18,12:29:28,10352,4,E036
44654229,2022/4/3,5:29:59,10057,1,A002
44654229,2022/4/3,5:29:59,10098,1,A004
44654229,2022/4/3,5:29:59,10783,2,D028
44654229,2022/4/3,5:29:59,10701,3,D030
44654229,2022/4/3,5:29:59,10732,3,D032
44654229,2022/4/3,5:29:59,10762,2,D029
44654229,2022/4/3,5:29:59,10337,5,E043
44654229,2022/4/3,5:29:59,10343,1,E042
44654229,2022/4/3,5:29:59,10140,3,C017
44654229,2022/4/3,5:29:59,10216,2,C015
44654229,2022/4/3,5:29:59,10182,2,C023
44654229,2022/4/3,5:29:59,10220,1,C015
44676847,2022/4/25,20:20:06,10011,1,A001
44676847,2022/4/25,20:20:06,10036,1,A003
44676847,2022/4/25,20:20:06,10581,2,G053
44676847,2022/4/25,20:20:06,10605,2,G055
44676847,2022/4/25,20:20:06,10655,2,G060
44676847,2022/4/25,20:20:06,10237,3,E034
44676847,2022/4/25,20:20:06,10246,2,E039
44676847,2022/4/25,20:20:06,10261,2,E035
44676256,2022/4/25,6:08:41,10014,1,A001
44648946,2022/3/28,22:43:34,10011,1,A001
44648946,2022/3/28,22:43:34,10602,2,G055
44648946,2022/3/28,22:43:34,10634,1,G058
44675637,2022/4/24,15:17:33,10546,1,B007
44675637,2022/4/24,15:17:33,10420,3,F050
44675637,2022/4/24,15:17:33,10436,4,F051
44675637,2022/4/24,15:17:33,10462,4,F049
44631876,2022/3/11,21:02:25,10582,1,G053
44631876,2022/3/11,21:02:25,10599,1,G055
44631876,2022/3/11,21:02:25,10736,2,D032
44650889,2022/3/30,21:20:22,10509,1,B010
44650889,2022/3/30,21:20:22,10562,1,B009
44650889,2022/3/30,21:20:22,10602,1,G055
44650889,2022/3/30,21:20:22,10634,1,G058
44650889,2022/3/30,21:20:22,10658,2,G061
44650889,2022/3/30,21:20:22,10434,5,F051
44641890,2022/3/21,21:22:21,10691,1,D024
44641890,2022/3/21,21:22:21,10705,1,D030
44641890,2022/3/21,21:22:21,10722,2,D026
44641890,2022/3/21,21:22:21,10236,5,E034
44641890,2022/3/21,21:22:21,10280,4,E037
44641890,2022/3/21,21:22:21,10293,2,E045
44641890,2022/3/21,21:22:21,10366,2,E044
44635515,2022/3/15,12:21:49,10381,3,F047
44635515,2022/3/15,12:21:49,10439,2,F051
44625392,2022/3/5,9:25:02,10087,2,A006
44625392,2022/3/5,9:25:02,10442,2,F051
44625392,2022/3/5,9:25:02,10323,1,E038
44661967,2022/4/10,23:12:33,10048,1,A002
44678633,2022/4/27,15:12:18,10048,1,A002
44678633,2022/4/27,15:12:18,10106,1,A004
44678633,2022/4/27,15:12:18,10557,1,B009
44678633,2022/4/27,15:12:18,10577,1,B012
44678633,2022/4/27,15:12:18,10623,1,G057
44678633,2022/4/27,15:12:18,10633,1,G058
44678633,2022/4/27,15:12:18,10660,2,G061
44678633,2022/4/27,15:12:18,10668,1,G062
44678633,2022/4/27,15:12:18,10237,3,E034
44678633,2022/4/27,15:12:18,10246,4,E039
44678633,2022/4/27,15:12:18,10291,2,E045
44678633,2022/4/27,15:12:18,10275,4,E037
44678633,2022/4/27,15:12:18,10327,1,E038
44678633,2022/4/27,15:12:18,10371,3,E044
44627693,2022/3/7,16:38:10,10515,1,B010
44627693,2022/3/7,16:38:10,10550,1,B009
44627693,2022/3/7,16:38:10,10700,3,D030
44627693,2022/3/7,16:38:10,10761,1,D029
44627693,2022/3/7,16:38:10,10421,1,F050
44627693,2022/3/7,16:38:10,10433,3,F051
44670549,2022/4/19,13:11:52,10670,2,G062
44670549,2022/4/19,13:11:52,10251,4,E039
44643213,2022/3/23,5:07:36,10008,1,A001
44643213,2022/3/23,5:07:36,10335,2,E043
44643213,2022/3/23,5:07:36,10346,2,E042
44630385,2022/3/10,9:15:16,10028,1,A005
44630385,2022/3/10,9:15:16,10078,2,A006
